price(mln),area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,Status,neworold,Furnished_status,type_of_building
39.9,1690.0,18.99887466430664,72.85454559326172,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat
13.5,610.0,19.0327996,72.89635679999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
13.5,1100.0,19.2273315,72.8637286,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
5.0,800.0,19.225801467895508,73.146484375,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
26.0,1200.0,19.129737854003903,72.82915496826172,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
15.0,1150.0,19.1590077,72.86927109999999,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
37.5,1480.0,19.140873000000003,72.828811,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
41.5,1666.0,19.100385,72.850466,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
85.0,2400.0,19.02836,72.83829,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
72.0,1840.0,19.013693160469,72.83081035236641,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
150.0,2400.0,18.943214,72.823012,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.0,751.0,19.087609,72.89471800000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
22.5,1105.0,19.17450806,72.83458096,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
22.5,1066.0,19.11469078063965,72.8889389038086,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
15.1,1050.0,19.209943771362305,72.83087158203125,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Flat
19.5,1110.0,19.1077728874082,72.89723402507059,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
70.0,2400.0,19.1719608695516,72.9417099706178,4.0,4.0,5.0,5.0,5.0,Ready to Move,Resale,SAS,Flat
21.0,1300.0,19.1657776586512,72.96022003316921,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
14.5,920.0,19.177220805592,72.8705878488227,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
22.0,1050.0,19.25190544128418,72.85041809082031,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
32.5,1300.0,19.0815087,72.8376755,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
35.0,1000.0,19.1139177,72.8407437,2.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
7.5,1125.0,19.282169342041016,72.87654113769531,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Individual House
19.0,1350.0,19.2539332,72.8672448,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
26.0,1985.0,19.210841,72.8755987441594,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
21.0,1100.0,19.1154908,72.87269520000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
3.6,700.0,19.4437194,72.7979502,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
175.0,3250.0,19.0561705980988,72.8267588254753,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
19.0,1050.0,19.1443579,72.9333522,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
27.5,1080.0,19.05624,72.88755,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
12.0,1038.0,19.16703502,72.88127374,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
13.0,845.0,19.167949,72.855351,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
22.5,837.0,19.026734,72.85534100000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
19.5,1050.0,19.067096,72.8950492,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
11.5,883.0,19.262311935424805,72.87409973144531,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
12.0,700.0,19.25393295288086,72.86724853515625,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat
105.0,2170.0,19.0010199,72.812905,4.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
3.5,935.0,19.4540588,72.7688226,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
30.0,900.0,19.08150863647461,72.83767700195312,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
25.0,1365.0,19.052194595336918,72.89114379882812,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
25.0,1028.0,19.05128,72.89050999999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Individual House
22.0,995.0,19.1808676956801,72.939157736659,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
41.0,1550.0,19.0508155,72.9132023,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
16.0,752.0,19.1913396666603,72.862262257539,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
39.8,1765.0,19.0038320445835,72.8505157603601,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
14.0,1090.0,19.21104,72.869411,2.0,2.0,1.0,1.0,1.0,SAS,New Property,Unfurnished,Flat
29.900000000000002,1150.0,19.174673080444336,72.94310760498047,3.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
18.0,902.0,19.032798767089844,72.89635467529297,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
57.5,1800.0,19.15038469,72.82855247,4.0,3.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
46.5,1450.0,19.0083802813427,72.83050442467041,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
19.9,1220.0,19.1889733,72.8220064,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
7.2,692.0,19.28217,72.87654,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
12.5,620.0,19.20768,72.83846,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
9.5,570.0,19.13955879211425,72.82032775878906,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
6.0,1172.0,19.03869,72.84891,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
5.4,1000.0,19.4471185,72.8120353,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat
4.2,590.0,19.45405960083008,72.7688217163086,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
5.0,800.0,19.225811004638672,73.146484375,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
22.5,1665.0,19.264989,72.873387,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
30.0,1380.0,19.1253747,72.82541579999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
21.0,1491.0,19.09846862,72.88613072,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
17.0,1050.0,19.2523379,72.849549,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
22.5,650.0,19.08088,72.84383000000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
41.5,1356.0,19.0287285,72.8441629,4.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Individual House
15.0,1300.0,19.227331161499023,72.86373138427734,2.0,4.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
7.73,1031.0,19.282975,72.87361800000001,2.0,2.0,4.0,4.0,4.0,SAS,New Property,Unfurnished,Flat
18.0,725.0,19.13832,72.81002,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
20.0,740.0,19.2099437,72.83086920000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
37.5,1300.0,19.100385,72.850466,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
8.3,920.0,19.060678,72.87861600000001,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
124.9,3835.0,19.141714180625502,72.828495599599,5.0,5.0,5.0,5.0,5.0,Ready to Move,Resale,SAS,Flat
9.0,564.0,19.2147160210737,72.8152033700805,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
39.7,1722.0,19.067447,72.900278,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.0,1050.0,19.13803100585937,72.83599090576172,3.0,2.0,5.0,5.0,5.0,Ready to Move,Resale,Unfurnished,Flat
22.0,1100.0,19.062289,72.9100105,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
6.6,1050.0,19.14989,72.92631,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
15.0,2050.0,19.3693345,72.806127,3.0,3.0,2.0,2.0,2.0,SAS,Resale,Unfurnished,Flat
20.0,950.0,19.1435585,72.84357370000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
13.899999999999999,880.0,19.165543,72.837074,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
35.0,854.0,19.40499415,72.82349258,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
18.0,825.0,19.25006,72.84921,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
33.4,1360.0,19.03731,72.87871,2.0,2.0,3.0,3.0,3.0,Ready to Move,New Property,SAS,Flat
22.5,1000.0,19.043911,72.89877800000001,2.0,2.0,0.0,0.0,0.0,SAS,New Property,Semi-Furnished,Flat
17.5,650.0,19.2099437,72.83086920000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
4.3,584.0,19.471405,72.802441,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
18.0,900.0,19.032798767089844,72.89635467529297,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat
20.0,1030.0,19.1595755,72.9465747,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
75.0,1680.0,18.91419982910156,72.82485961914062,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
16.8,700.0,19.146494,72.934727,2.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
25.0,1000.0,19.13962766,72.8681627,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
52.5,1865.0,19.119245529174805,72.86457824707031,3.0,4.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
51.0,1500.0,19.0166667,72.8166667,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
90.0,2500.0,19.119421005249023,72.86370849609375,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House
10.4,1024.0,19.263496,72.875621,2.0,2.0,3.0,3.0,3.0,SAS,New Property,Semi-Furnished,Flat
13.0,1015.0,19.149900436401367,72.93113708496094,2.0,2.0,3.0,3.0,3.0,Ready to Move,New Property,Unfurnished,Flat
15.9,1104.0,19.149900436401367,72.93113708496094,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
23.5,1000.0,19.1154908,72.87269520000001,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
29.5,1740.0,19.109651931119,72.85969459352891,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
6.0,1000.0,19.230865478515625,73.07137298583984,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
9.0,900.0,19.076459884643555,72.88247680664062,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Furnished,Individual House
17.0,1000.0,19.1132633333333,72.8612316666667,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
24.0,1400.0,19.053649,72.89116999999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.5,1450.0,19.216866,72.86649054,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
27.0,1650.0,19.1066926049648,72.898956721924,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
28.0,1400.0,19.0905148,72.89900859999999,3.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
60.0,1900.0,19.0627555847168,72.85449981689453,3.0,3.0,4.0,4.0,4.0,Ready to Move,Resale,Furnished,Flat
25.0,1300.0,19.191119,72.83116,3.0,3.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
16.7,1147.0,19.0597928,72.8798638,3.0,3.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Individual House
40.0,1300.0,19.070726,72.836127,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
45.0,1350.0,18.963298797607425,72.84329223632812,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
15.0,810.0,19.1889733,72.8220064,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
16.0,855.0,19.2135509,72.867515,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
25.0,1359.0,19.128953,72.9298045,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
12.0,850.0,19.2050017,72.86927109999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
22.200000000000003,1250.0,18.965076446533203,72.83099365234375,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
18.5,1150.0,19.10846,72.87857,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
10.5,1017.0,19.295849,72.868476,2.0,2.0,4.0,4.0,4.0,Ready to Move,New Property,SAS,Flat
28.5,1400.0,19.177581,72.94503,3.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
18.0,750.0,19.18023681640625,72.85541534423828,2.0,2.0,4.0,4.0,4.0,Ready to Move,New Property,Unfurnished,Flat
8.75,675.0,19.08926,72.88925,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat
35.0,1050.0,19.07072639465332,72.83612823486328,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
21.1,950.0,19.111034393310547,72.92391204833984,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
90.0,3000.0,19.08147,72.86251,7.0,5.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat
22.5,1450.0,19.1889733,72.8220064,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
6.7,950.0,19.18548,72.81191,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
27.5,1000.0,19.015830993652344,72.82939147949219,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Individual House
22.0,1000.0,19.040233612060547,72.86018371582031,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat
4.6,943.0,19.4579235843,72.8132122351175,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
16.0,900.0,19.2018545,72.815272,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
52.0,1565.0,19.144972,72.828541,3.0,3.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
17.5,1065.0,19.0748518,72.9077608,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
4.5,1080.0,19.1297376,72.8291555,3.0,3.0,0.0,0.0,0.0,SAS,Resale,Furnished,Flat
15.0,600.0,19.2335321,72.839198,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
14.0,730.0,19.1859,72.84037,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat
27.5,1150.0,19.07802167,72.912875,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
13.0,738.0,19.2273315,72.8637286,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
17.0,1080.0,19.1590077,72.86927109999999,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
14.5,1100.0,19.254083,72.85865799999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
18.0,900.0,19.2099437,72.83086920000001,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
37.5,1170.0,19.0158306,72.82939209999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
6.5,1000.0,19.421777,72.82759399999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
21.0,925.0,19.1294189,72.8315772,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
9.0,1160.0,19.293649,72.865711,2.0,2.0,3.0,3.0,3.0,SAS,New Property,Unfurnished,Flat
27.5,1502.0,19.1077728874082,72.89723402507059,3.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
31.0,1800.0,19.205736,72.87253100000001,3.0,3.0,2.0,2.0,2.0,Ready to Move,New Property,SAS,Flat
39.5,1750.0,19.220761,72.85809499999999,3.0,4.0,0.0,0.0,0.0,Ready to Move,New Property,SAS,Flat
340.0,3500.0,19.039152145385746,72.84046936035156,10.0,8.0,5.0,5.0,5.0,Ready to Move,Resale,Furnished,Flat
9.9,928.0,19.0139767,72.8326988,2.0,2.0,1.0,1.0,1.0,SAS,Resale,Semi-Furnished,Flat
12.0,750.0,19.111895800000003,72.9282468,2.0,2.0,2.0,2.0,2.0,SAS,Resale,Unfurnished,Flat
4.5,810.0,19.42988223,72.81182547,2.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
27.0,740.0,19.1297376,72.8291555,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
18.5,925.0,19.11928367614746,72.86461639404297,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
52.5,2200.0,19.1547839,72.8540607,4.0,5.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
23.0,1300.0,19.1231746673584,72.83123016357422,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
6.0,1000.0,19.240615100000003,73.0951298,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
13.2,750.0,19.2228253,72.85779559999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
13.0,5500.0,19.0967950019152,72.846728241343,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
16.5,825.0,19.174673080444336,72.94310760498047,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
11.0,920.0,19.058354100000003,72.8802798,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
11.0,872.0,19.20159,72.81882,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
65.0,2650.0,19.205001831054688,72.86927032470703,6.0,6.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
18.0,800.0,19.173421,72.86667299999999,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
17.0,1105.0,19.1154899597168,72.87269592285156,2.0,2.0,2.0,2.0,2.0,Ready to Move,New Property,Semi-Furnished,Flat
9.8,1098.0,19.28217,72.87654,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,SAS,Flat
4.3,830.0,19.3602150985917,72.847646,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
26.0,1400.0,19.0995866,72.8848725,3.0,3.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Individual House
45.0,1400.0,19.100385,72.850466,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
24.0,1379.0,19.1296705,72.931658,3.0,4.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
16.0,625.0,19.180237,72.85541490000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
12.0,655.0,19.142655,72.834499,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
11.0,1200.0,19.30939292907715,72.84859466552734,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
19.5,1100.0,19.0908063,72.90766690000001,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
7.2,1200.0,19.470854,72.80226,3.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
16.5,960.0,19.153264,72.94263199999999,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
14.2,960.0,19.2977396,72.87049559999998,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
12.0,810.0,19.213147,72.832237,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
14.0,1024.0,19.20678417,72.81912281,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
19.2,1940.0,19.16703502,72.88127374,3.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
21.0,1100.0,19.20771,72.86777,2.0,2.0,1.0,1.0,1.0,Ready to Move,New Property,SAS,Flat
12.5,640.0,19.18992,72.8444,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
11.0,1500.0,19.4540588,72.7688226,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
21.0,1200.0,19.119677300000003,72.9050809,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat
11.5,985.0,19.1889733,72.8220064,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Unfurnished,Flat
90.0,2300.0,19.15174,72.832822,4.0,4.0,4.0,4.0,4.0,Ready to Move,New Property,SAS,Flat
11.0,575.0,19.0937297,72.9001949,2.0,3.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
15.0,900.0,19.0921171629205,72.90884215406159,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
10.0,910.0,19.3047794,72.8604097,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
9.8,1070.0,19.28351356,72.88266242,2.0,2.0,5.0,5.0,5.0,Ready to Move,Resale,SAS,Flat
19.5,850.0,19.198266666666697,72.846205,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
7.0,1000.0,19.1746739,72.94310379999999,2.0,2.0,0.0,0.0,0.0,SAS,Resale,Furnished,Individual House
17.5,807.0,19.100385,72.850466,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
6.5,728.0,19.234638214111328,73.1611328125,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
8.0,810.0,19.29617499,72.87066624,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
15.0,925.0,19.2090501,72.82391070000001,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
49.9,1040.0,19.05522918701172,72.83082580566406,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat
3.8,910.0,19.462158203125,72.8056869506836,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,Furnished,Flat
36.3,1832.0,19.11197019,72.86248825,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
15.0,1000.0,19.0753764,72.86631729999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
17.5,810.0,19.1224809,72.8454287,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
29.5,1456.0,19.1219420779647,72.85689808347509,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
7.4,1250.0,19.234639,73.16113399999999,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Furnished,Flat
16.200000000000003,1070.0,19.068119049072266,72.89525604248047,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Unfurnished,Flat
3.55,840.0,19.182517,73.19260200000001,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat
39.0,2815.0,19.152852,72.840615,4.0,5.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
40.0,1700.0,19.119198,72.894366,3.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
50.0,2478.0,19.215459,72.86449300000001,4.0,4.0,4.0,4.0,4.0,Ready to Move,New Property,SAS,Flat
13.0,1000.0,19.1585969,72.99901679999999,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Unfurnished,Flat
27.0,2075.0,19.18548011779785,72.8119125366211,4.0,3.0,1.0,1.0,1.0,Ready to Move,Resale,Unfurnished,Flat
18.5,1165.0,19.2100762,72.8650676,2.0,2.0,3.0,3.0,3.0,Ready to Move,Resale,SAS,Flat
18.5,720.0,19.1327295,72.83527,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
17.0,970.0,19.2335321,72.839198,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
13.0,900.0,19.207013957875898,72.87943298291121,2.0,2.0,2.0,2.0,2.0,Ready to Move,Resale,SAS,Flat
250.0,4500.0,18.968870000000003,72.80882,5.0,5.0,0.0,0.0,0.0,Ready to Move,Resale,Furnished,Flat
30.0,1100.0,19.051037,72.894389,3.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
8.0,968.0,19.27823066711425,72.86186218261719,3.0,2.0,2.0,2.0,2.0,Ready to Move,New Property,Furnished,Individual House
8.3,1020.0,19.282975,72.87361800000001,2.0,2.0,4.0,4.0,4.0,Ready to Move,Resale,Furnished,Flat
75.0,2345.0,19.012138,72.849457,4.0,4.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Individual House
13.5,900.0,19.014443,72.829222,2.0,2.0,1.0,1.0,1.0,Ready to Move,Resale,SAS,Flat
15.5,720.0,19.11730194091797,72.88404083251953,2.0,2.0,0.0,0.0,0.0,Ready to Move,New Property,Furnished,Flat
6.490000000000001,850.0,19.2839810441259,72.8800782373763,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,SAS,Flat
12.0,1200.0,19.28257087,72.88261432,3.0,3.0,5.0,5.0,5.0,Ready to Move,Resale,SAS,Flat
27.0,1050.0,18.9765649,72.8328079,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
83.1,1300.0,18.962668,72.80278299999999,2.0,2.0,0.0,0.0,0.0,Ready to Move,Resale,Semi-Furnished,Flat
